id,name,intelligence,strength,speed,durability,power,combat,full-name,alter-egos,aliases,place-of-birth,first-appearance,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,url
676,Triplicate Girl,63.0,10.0,23.0,42.0,44.0,42.0,Luornu Durgo,No alter egos found.,"['Duo Damsel', 'Una', 'Triad']",-,Teen Titans/Legion Special #1,DC Comics,good,Female,,"[""5'6"", '168 cm']","['130 lb', '59 kg']",Purple,Brown,-,"Earth, 31st century",Legion of Super-Heroes,-,https://www.superherodb.com/pictures2/portraits/10/100/1185.jpg
677,Triton,56.0,63.0,50.0,65.0,35.0,55.0,Triton,No alter egos found.,['-'],"Island of Attilan, Atlantic Ocean","Fantastic Four #45 (December, 1965)",Marvel Comics,good,Male,Inhuman,"[""6'2"", '188 cm']","['190 lb', '86 kg']",Green,No Hair,-,-,"Inhuman Royal Family, Universal Inhumans, Royal Guard, New Inhuman Elite; formerly Shi'ar Army Elite Corps & Imperial Guard[citation needed], Namor's Deep Six","Mander, Azur (parents, deceased), Karnak (brother, deceased), Magnar, Zeta (paternal grandparents), Kobar, La (maternal grandparents), Rynda (paternal aunt), Ambur (maternal aunt) ,Black Bolt, Maximus, Medusa, Crystal (cousins)",https://www.superherodb.com/pictures2/portraits/10/100/513.jpg
678,Two-Face,88.0,10.0,12.0,14.0,9.0,28.0,Harvey Dent,No alter egos found.,['Apollo'],-,-,DC Comics,bad,Male,,"[""6'0"", '183 cm']","['182 lb', '82 kg']",-,-,Reformed criminal; former district attorney,-,-,"Duela Dent (Daughter), Gilda Dent (Wife), Poison Ivy (Fianc�e), Rachel Dawes (Girlfriend)",https://www.superherodb.com/pictures2/portraits/10/100/802.jpg
679,Ultragirl,50.0,80.0,35.0,70.0,35.0,80.0,Tsu-Zana,No alter egos found.,"['Suzy Sherman', 'Ultra-Girl']",-,-,Marvel Comics,good,Female,,"[""5'6"", '168 cm']","['233 lb', '105 kg']",Blue,Blond,Model,-,"Initiative, New Warriors",Toby Sherman (father),https://www.superherodb.com/pictures2/portraits/10/100/1295.jpg
680,Ultron,88.0,83.0,42.0,100.0,100.0,64.0,Ultron,No alter egos found.,"['Crimson Cowl', 'Great Devil', 'Great Ultron', 'Iron Man', 'Mark', 'Omega', 'Ultimate Ultron', 'Ultron-5 (and hundreds of other sequential numerical designations)', 'Ultron Mark Twelve', 'Ho Yinsen']","Created in Cresskill, New Jersey","Avengers #54 (July, 1968)",Marvel Comics,bad,Male,Android,"[""6'9"", '206 cm']","['735 lb', '331 kg']",Red,-,"Mass murderer, scientist, would-be world conqueror, ruler of Phalanx",-,"Phalanx; formerly Sons of Yinsen, Lethal Legion, Masters of Evil","Hank Pym (Yellowjacket, creator, ""father""), Janet Van Dyne (Wasp, regarded by Ultron as ""mother"" due to marriage to Pym), Jocasta (creation, former mate), Alkhema (creation, former mate, deactivated), Vision (creation, ""son""), Victor Mancha (creation, son), Rex (creation, pet, deactivated), Robos & Bio-Synthezoids (creations of Alkhema, ""grandchildren"";, destroyed); Simon Williams (Wonder Man), Eric Williams (Grim Reaper) & Wanda Maximoff (Scarlet Witch), all regarded by Ultron as part of his ""extended family"" due to their familial connections with the Vision",https://www.superherodb.com/pictures2/portraits/10/100/1339.jpg
681,Utgard-Loki,50.0,80.0,23.0,84.0,85.0,64.0,,No alter egos found.,['-'],Jotunheim,-,Marvel Comics,bad,Male,Frost Giant,"[""50'0"", '15.2 meters']","['128000 lb', '58 tons']",Blue,White,Monarch,-,Giants of Jotunheim,-,https://www.superherodb.com/pictures2/portraits/10/100/1484.jpg
682,Vagabond,,,,,,,Priscilla Lyons,No alter egos found.,['-'],-,"(as Lyons) CAPTAIN AMERICA #325, (as Vagabond) CAPTAIN AMERICA #342",Marvel Comics,good,Female,,"[""5'6'"", '168 cm']","['120 lb', '54 kg']",Blue,Strawberry Blond,Adventurer,Mobile,Former partner of Nomad,Phil (brother),https://www.superherodb.com/pictures2/portraits/10/100/145.jpg
683,Valerie Hart,,,,,,,,No alter egos found.,['-'],"East Coast, Canada",Team Epic Episode 101,Team Epic TV,good,Female,,"[""5'9"", '175 cm']","['125 lb', '56 kg']",Hazel,Black,"Vigilante, Superhero",Toronto,Team Epic,-,https://www.superherodb.com/pictures2/portraits/10/100/1004.jpg
684,Valkyrie,,94.0,,,,,Brunnhilde (also spelled Brunnhilda),No alter egos found.,"['Barbara Norriss', 'Samantha Parrington']",Presumably Asgard,"(Enchantress in Valkyrie's form) AVENGERS #87, (Samantha Parrington in Valkyrie's form) INCREDIBLE HULK #142, (Brunnhilde in Barbara Norriss's body) DEFENDERS #3, (Brunnhilde in her own body) DEFENDERS #109",Marvel Comics,good,Female,,"[""6'3'"", '191 cm']","['475 lb', '214 kg']",Blue,Blond,"Chooser of the Slain, Adventurer","Asgard, later New York City area, later Defenders Mansion, Colorado.","Gods at Asgard, Valkyrior, Defenders",-,https://www.superherodb.com/pictures2/portraits/10/100/147.jpg
685,Vanisher,63.0,10.0,75.0,56.0,61.0,42.0,,No alter egos found.,['Telford Porter'],"Boston, Massachusetts",X-Men (Vol 1) #2,Marvel Comics,bad,Male,,"[""5'5"", '165 cm']","['175 lb', '79 kg']",Green,No Hair,"Professional criminal, former subversive","former) Factor Three headquarters, Europe; Beat Street Club, New York City","(former) Outer Circle of Enforcers II, Factor Three, Fallen Angels",-,https://www.superherodb.com/pictures2/portraits/10/100/1105.jpg
686,Vegeta,81.0,100.0,92.0,95.0,100.0,100.0,Vegeta,No alter egos found.,"['Prince Vegeta', 'The Saiyan Prince', 'The Prince of all Saiyans', 'Majin Vegeta', 'Bejiita', 'Bejiita no Ouji', 'Vejita', 'Vegita', 'Captain Vegeta', 'Vegeta-Sama', 'Makita (Hebrew dub)', 'Bezita (Malaysian dub)', 'Super Vegeta']",-,Dragon Ball #17,Shueisha,bad,Male,Saiyan,"[""5'6"", '168 cm']","['163 lb', '73 kg']",-,Black,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1206.jpg
687,Venom,75.0,57.0,65.0,84.0,86.0,84.0,Eddie Brock,"Anti-Venom, Toxin",['-'],"New York, New York","(as alien costume) Secret Wars #8, (behind the scenes) Web of Spider-Man #18, (actual appearance) Amazing Spider-Man #300",Anti-Venom,bad,Male,Symbiote,"[""6'3"", '191 cm']","['260 lb', '117 kg']",Blue,Strawberry Blond,"Vigilante; former journalist for the Daily Globe, government operative","New York, New York",Sinister Six (formerly),"Eddie Brock: Carl Brock (father), Jamie Brock (mother), Anne Weying (She-Venom, ex wife, deceased); Venom symbiote: Carnage (bonded to Cletus Kasidy, 1st generation offspring), five forced offspring - one independant (bonded to Donna, last name unrevealed, 1st generation offspring), four forming a composite symbiote (Hybrid (bonded to Scott Washington, 1st generation offspring), Toxin (bonded to Patrick Mulligan, 2nd generation offspring)",https://www.superherodb.com/pictures2/portraits/10/100/22.jpg
688,Venom II,50.0,57.0,47.0,70.0,54.0,56.0,Angelo Fortunato,No alter egos found.,['-'],-,Marvel Knights Spider-Man #7 (2005),Marvel Comics,bad,Male,,"[""5'9"", '175 cm']","['110 lb', '50 kg']",Brown,Black,-,-,-,"Vincente Paolo Fortunato (father), unidentified mother (deceased), Giacomo Fortunato (Jimmy-Six, brother), Anna Fortunato (sister), Mary Fortunato (sister-in-law), James Fortunato (nephew), other unidentified neices or nephews",https://www.superherodb.com/pictures2/portraits/10/100/1124.jpg
689,Venom III,63.0,73.0,35.0,90.0,73.0,56.0,MacDonald Gargan,Scorpion,['Scorpion'],-,(As Gargan) Amazing Spider-Man #19 (1964); (as Scorpion) Amazing Spider-Man #20 (1965); (as Venom) Marvel Knights: Spider-Man #10 (2005),Scorpion,bad,Male,Symbiote,"[""7'6"", '229 cm']","['742 lb', '334 kg']",Brown,Brown,"Government operative; former professional criminal, private eye",-,"Thunderbolts; formerly (as Scorpion) Masters of Evil, ""Spider-Man Revenge League""; (as Venom) Sinister Twelve",-,https://www.superherodb.com/pictures2/portraits/10/100/1042.jpg
690,Venompool,69.0,57.0,63.0,100.0,100.0,100.0,Wade Wilson,"Deadpool, Evil Deadpool",['Deadpool'],-,"What If? Iron Man: Demon in an Armor #1 (February, 2011)",Deadpool,-,Male,Symbiote,"[""7'5"", '226 cm']","['- lb', '0 kg']",-,-,Conqueror; Adventurer,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10618.jpg
691,Vertigo II,,,,,,,-,Blaquesmith,['-'],The Savage Land,MARVEL FANFARE #1,Blaquesmith,good,Female,,"[""5'6'"", '168 cm']","['115 lb', '52 kg']",Blue,Silver,Assassin,"Formerly the Savage Land, now mobile","Former member of the Savage Land Mutates, later a member of the Marauders",-,https://www.superherodb.com/pictures2/portraits/10/100/149.jpg
692,Vibe,50.0,10.0,17.0,30.0,99.0,30.0,Cisco Ramon,No alter egos found.,['-'],-,The New 52: FCBD Special Edition #1,DC Comics,good,Male,Human,"[""5'10"", '178 cm']","['157 lb', '71 kg']",Brown,Black,-,-,-,"Rapture (Armando Ramon, brother), Dante Ramon (brother)",https://www.superherodb.com/pictures2/portraits/10/100/10509.jpg
693,Vindicator,63.0,63.0,53.0,64.0,58.0,70.0,Heather Hudson,Vindicator II,['Guardian'],"Calgary, Alberta, Canada","X-Men #139 (November, 1980)",Vindicator II,good,Female,Human,"[""5'5"", '165 cm']","['120 lb', '54 kg']",Green,Red,"former secretary, researcher","Ottawa, Canada",Alpha Flight,"Guardian, husband",https://www.superherodb.com/pictures2/portraits/10/100/150.jpg
694,Vindicator,,,,,,,Dr. James McDonald Hudson,No alter egos found.,['-'],-,-,Marvel Comics,good,Male,,"['-', '0 cm']","['- lb', '0 kg']",-,-,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/530.jpg
695,Violator,,53.0,,,,,,No alter egos found.,['The Clown'],-,"as Clown (Spawn #1), as Violator (Spawn #2)",Image Comics,bad,Male,,"['-', '0 cm']","['- lb', '0 kg']",-,-,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1064.jpg
696,Violet Parr,56.0,9.0,13.0,50.0,79.0,15.0,Violet Parr,No alter egos found.,"['Vi (nickname)', 'The Queen of the Unseen', 'Invisagirl (InvisaVi)']",-,"The Incredibles (Movies, 2004)",Dark Horse Comics,good,Female,Human,"[""4'6"", '137 cm']","['90 lb', '41 kg']",Violet,Black,-,-,"Incredible Family, National Supers Agency","Robert Parr (Mr Incredible, father), Helen Parr (Elastigirl, mother), Dashiel Parr(Dash, brother), Jack-jack (brother)",https://www.superherodb.com/pictures2/portraits/10/100/825.jpg
697,Vision,100.0,72.0,54.0,95.0,100.0,70.0,Vision,"Anti-Vision, Vision II",['Victor Shade'],-,"Avengers Vol.1 #57, Young Avengers # 4",Anti-Vision,good,Male,Android,"[""6'3"", '191 cm']","['300 lb', '135 kg']",Gold,No Hair,-,"Mobile. Formerly Avengers Mansion, New York City and Avengers Compound","Young Avengers, formerly; Avengers, West Coast Avengers, Defenders, Queen's Vengeance","Wanda Maximoff (Scarlet Witch, ex-wife), Thomas Shepherd (Speed, son), William Kaplan (Wiccan, son), Ultron (""father""), Henry Pym (Ant-Man, ""grandfather""), Pietro Maximoff (Quicksilver, ex-brother-in-law), Erik Magnus Lensher (Magneto, ex-father-in-law), Jocasta (fellow creation, ""sister""), Simon Williams (Wonder Man, ""brother""), Victor Mancha (fellow creation, half brother), Alkhema (fellow creation, ""stepmother"")",https://www.superherodb.com/pictures2/portraits/10/100/532.jpg
698,Vision II,,,,,,,Vision,"Anti-Vision, Vision","['Victor Shade', 'Ghost of Stone']",Place of birth unknown,Avengers (Vol. 1) #57,Anti-Vision,good,-,,"[""6'3'"", '191 cm']","['300 lb', '135 kg']",Red,No Hair,Adventurer,"Avengers Mansion, New York City",Avengers,-,https://www.superherodb.com/pictures2/portraits/10/100/151.jpg
699,Vixen,50.0,38.0,50.0,50.0,62.0,25.0,Mari McCabe,No alter egos found.,['-'],Zambesi,"Action Comics #521 (July, 1981)",DC Comics,good,Female,Human,"[""5'9"", '175 cm']","['140 lb', '63 kg']",Amber,Black,Former Model,-,"Formerly Suicide Squad, Checkmate, Ultramarines, Birds of Prey, Justice League of America","Reverend Richard Jiwe (father, deceased), Jeanne-Mari Jiwe (mother, deceased), General Mustapha Maksai (uncle, deceased), Tantu (ancestor)",https://www.superherodb.com/pictures2/portraits/10/100/10109.jpg
700,Vulcan,,56.0,,,,,Gabriel Summers,No alter egos found.,['Kid Vulcan'],-,-,Marvel Comics,good,Male,,"['-', '0 cm']","['- lb', '0 kg']",Black,Black,-,-,Formerly X-Men,"Philip Summers (grandfather), Deborah Summers (grandmother), Christopher Summers (Father), Katherine Anne Summers (Mother), Scott Summers (Cyclops, brother), Alexander Summers (Havok, brother), Jean Grey-Summers (Phoenix, sister-in-law, deceased), Madelyne Pryor-Summers (ex-sister-in-law, deceased), Nathan Christopher Summers (Cable, nephew), Aliya Jenskot (niece-in-law, deceased), Tyler Dayspring (Genesis, grandnephew, deceased), Stryfe (clone nephew, deceased), Rachel Summers (Marvel Girl, alternate timeline niece)",https://www.superherodb.com/pictures2/portraits/10/100/854.jpg
701,Vulture,75.0,22.0,42.0,25.0,26.0,30.0,Adrian Toomes,No alter egos found.,['-'],"Staten Island, New York City",Amazing Spider-Man #2,Marvel Comics,bad,Male,Human,"[""5'11"", '180 cm']","['175 lb', '79 kg']",Brown,No Hair,Professional criminal; formerly electronics engineer,-,"Formerly Sinister Twelve, Sinister Six","Marcus (brother, possibly deceased), Malachi Toomes (nephew, deceased), Valeria Toomes (daughter), unnamed son, Ramona (daughter-in-law), unnamed grandson",https://www.superherodb.com/pictures2/portraits/10/100/1031.jpg
702,Walrus,50.0,28.0,8.0,50.0,11.0,20.0,Hubert Carpent,No alter egos found.,['-'],"Brooklyn, New York","Defenders #131 (May, 1984)",Marvel Comics,bad,Male,Human,"[""6'0"", '183 cm']","['360 lb', '162 kg']",Blue,Black,Cab driver,-,-,Humbert Carpenter (uncle),https://www.superherodb.com/pictures2/portraits/10/100/10058.jpg
703,War Machine,63.0,80.0,63.0,100.0,100.0,85.0,James Rupert Rhodes,No alter egos found.,"['Rhodey', 'Iron Man', 'Jim Rhodes']","Philadelphia, Pennsylvania",Iron Man #118 (1979),Marvel Comics,good,Male,Human,"[""6'1"", '185 cm']","['210 lb', '95 kg']",Brown,Brown,"Initiative instructor, adventurer, government agent; formerly: Sentinel Squad O*N*E combat instructor, soldier, pilot",-,"Initiative; formerly: Sentinel Squad O*N*E, Office of National Emergency (O*N*E), Crew, Secret Defenders, Worldwatch, Stark Enterprises, Force Works, West Coast Avengers, U.S. Marine Corps","David Rhodes (father), Roberta Rhodes (mother), Jeanette Rhodes (sister, deceased), Josh (uncle, last name unrevealed), unnamed alleged son",https://www.superherodb.com/pictures2/portraits/10/100/536.jpg
704,Warbird,,,,,,,Carol Danvers,"Binary, Captain Marvel","['Ms. Marvel', 'Binary']","Boston, Massachusetts","(as Carol Danvers) MARVEL SUPER HEROES #13, (as Ms. Marvel) MS. MARVEL #1, (as Binary) X-MEN # 164, AVENGERS Vol. 3, # 4",Binary,good,Female,,"[""5'11'"", '180 cm']","['120 lb', '54 kg']",Blue,Blond,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.",Avengers Mansion,"currently Avengers, former companion to the X-Men (as Carol Danvers), former member of the Starjammers (as Binary), Former Avenger (as Ms. Marvel)","Joseph (father), Marie (mother), Steve (brother, deceased),",https://www.superherodb.com/pictures2/portraits/10/100/153.jpg
705,Warlock,88.0,36.0,79.0,95.0,71.0,95.0,Adam Warlock,No alter egos found.,"['Him', '(in an alternate future) the Magus']","The Beehive, Shard Island, Atlantic Ocean",Fantastic Four #66,Marvel Comics,good,Male,,"[""6'2'"", '188 cm']","['240 lb', '108 kg']",Red,Blond,"Avenger, savior of worlds","Counter-Earth, later mobile","Infinity Watch, (as the Magus) head of Universal Church of Truth in an alternate future",-,https://www.superherodb.com/pictures2/portraits/10/100/154.jpg
706,Warp,38.0,10.0,23.0,28.0,85.0,50.0,Emil LaSalle,No alter egos found.,['-'],-,The New Teen Titans #14 (December 1981),DC Comics,bad,Male,,"[""5'8"", '173 cm']","['148 lb', '67 kg']",Brown,Black,-,-,"Brotherhood of Evil, The Society",-,https://www.superherodb.com/pictures2/portraits/10/100/1353.jpg
707,Warpath,38.0,72.0,47.0,70.0,26.0,84.0,James Proudstar,Thunderbird II,['Thunderbird'],"Camp Verde, Arizona","New Mutants #16 (June, 1984)",Thunderbird II,good,Male,Mutant,"[""7'2"", '218 cm']","['350 lb', '158 kg']",Brown,Black,Adventurer,-,"X-Men (Team Cyclops), Security Recon; formerly X-Force (Strike Team), X-Corporation, X-Force, New Mutants, Hellions","Thunderbird (John Proudstar, brother, deceased), Maria Proudstar (mother, deceased), Neal Proudstar (father, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/541.jpg
708,Wasp,63.0,17.0,58.0,52.0,29.0,42.0,Janet Van Dyne,No alter egos found.,['Pixie'],"Cresskill, New Jersey",TALES TO ASTONISH #44,Marvel Comics,good,Female,Human,"[""5'4"", '163 cm']","['110 lb', '50 kg']",Blue,Auburn,"Adventurer, fashion designer, independently wealthy socialite",Avengers Mansion,Avengers,"Vernon Van Dyne (father, deceased), unnamed mother (deceased), Henry ""Hank"" Pym (ex-husband)",https://www.superherodb.com/pictures2/portraits/10/100/155.jpg
709,Watcher,100.0,80.0,67.0,89.0,100.0,56.0,Uatu,No alter egos found.,['-'],-,"Fantastic Four #13 (April, 1963)",Marvel Comics,good,Male,,"['-', '0 cm']","['- lb', '0 kg']",-,-,-,-,"The Watchers, Friend and Ally of the Fantastic Four, among other Earth heroes","Ikor (father); Aron (nephew); Qyre, Zoma (cousins)",https://www.superherodb.com/pictures2/portraits/10/100/516.jpg
710,Weapon XI,,,,,,,Weapon XI,No alter egos found.,['weapon 10'],-,-,Marvel Comics,bad,Male,,"['-', '0 cm']","['- lb', '0 kg']",-,-,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1318.jpg
711,White Canary,63.0,7.0,33.0,15.0,49.0,90.0,,No alter egos found.,"['Silk Sister', 'Sara Lance']",-,Birds of Prey #1,DC Comics,bad,Female,Human,"['-', '0 cm']","['- lb', '0 kg']",Brown,Black,-,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/10542.jpg
712,White Queen,,,,,,,Emma Grace Frost,No alter egos found.,['White Queen'],"Boston, Massachusetts",UNCANNY X-MEN #129,Marvel Comics,good,Female,,"[""5'10'"", '178 cm']","['144 lb', '65 kg']",Blue,Blond,"Co-Headmistress of Xavier Institute, Chairperson of the Board and Chief Executive of Frost International","Xavier Institute, Salem Center, Westchester, New York; formerly Massachusetts Academy","X-Men formerly Generation X headmistress, Hellions controller, Hellfire Club Inner Circle","Winston (father), Hazel (mother), Cordelia (sister), Adrienne (sister, deceased), Christian (brother), Steven (brother-in-law, deceased), Jocasta (cousin)",https://www.superherodb.com/pictures2/portraits/10/100/157.jpg
713,Wildfire,50.0,32.0,23.0,100.0,77.0,42.0,Drake Burroughs,No alter egos found.,"['ERG-1', ""Atom'x"", 'Randall Burroughs', 'Jahr-Drake Nigle']",-,-,DC Comics,good,Male,,"['-', '0 cm']","['- lb', '0 kg']",-,-,-,-,Legion of Super-Heroes,-,https://www.superherodb.com/pictures2/portraits/10/100/1186.jpg
714,Winter Soldier,56.0,32.0,35.0,65.0,60.0,84.0,Bucky Barnes,No alter egos found.,"['Bucky', 'Captain America']",-,"Captain America Vol 5 #1 (January, 2005) (as Winter Soldier)",Marvel Comics,good,Male,Human,"[""5'9"", '175 cm']","['260 lb', '117 kg']",Brown,Brown,"Adventurer; former SHIELD operative, Assassin (See Note under ""Winter Soldier"" article), Army Mascot, Student",-,"Black Widow (partner), Nick Fury (employer); formerly Avengers, New Avengers, Invaders, Kid Commandos, Liberty Legion, Young Allies, Crazy S.U.E.S., Captain America (partner), Falcon (partner)","George M. Barnes (father, deceased), Winifred C. Barnes (mother, deceased), Rebecca P. Barnes Proctor (sister), Ida (aunt, presumed deceased), Mr. Proctor (brother-in-law), unidentified niece and nephew, Scott Proctor (grandnephew), Kimberly Proctor (grandniece)",https://www.superherodb.com/pictures2/portraits/10/100/10027.jpg
